# Object name	Positives	Negatives	Effects	Naming
Part_SR_HYP_02_Uncommon.Part_SR_HYP_02_Uncommon	Skin		Weapon Skin	
Part_SR_HYP_03_Rare.Part_SR_HYP_03_Rare	Skin		Weapon Skin	
Part_SR_HYP_04_VeryRare.Part_SR_HYP_04_VeryRare	Skin		Weapon Skin	
Part_SR_HYP_Tankman.Part_SR_HYP_Tankman	Skin		Weapon Skin	
Part_SR_HYP_Rail_01.Part_SR_HYP_Rail_01				
Part_SR_HYP_Rail_02.Part_SR_HYP_Rail_02	Weapon Shield Cap +15%			
Part_SR_HYP_Rail_03.Part_SR_HYP_Rail_03				
Part_SR_HYP_Scope_01.Part_SR_HYP_Scope_01				
Part_SR_HYP_Scope_01_A.Part_SR_HYP_Scope_01_A				
Part_SR_HYP_Scope_01_B.Part_SR_HYP_Scope_01_B				
Part_SR_HYP_Scope_01_TwoTime.Part_SR_HYP_Scope_01_TwoTime				
Part_SR_HYP_Scope_02.Part_SR_HYP_Scope_02				
Part_SR_HYP_Scope_02_A.Part_SR_HYP_Scope_02_A				
Part_SR_HYP_Scope_02_B.Part_SR_HYP_Scope_02_B				
Part_SR_HYP_Scope_03.Part_SR_HYP_Scope_03	6.6x			
Part_SR_HYP_Scope_03_A.Part_SR_HYP_Scope_03_A	Crit Dmg +10%			
Part_SR_HYP_Scope_03_B.Part_SR_HYP_Scope_03_B				
Part_SR_HYP_Shield_01.Part_SR_HYP_Shield_01	Fire Rate +5%, Shield			
Part_SR_HYP_Shield_02.Part_SR_HYP_Shield_02	Recoil Height -30%		Shield incoming Dmg converted in Weapon Dmg	
Part_SR_HYP_Shield_03.Part_SR_HYP_Shield_03	Crit Dmg +10%		Shield reflects	
Part_SR_HYP_Shield_04.Part_SR_HYP_Shield_04	Acc -10%		Shield incoming Dmg converted into Mag Ammo	
Part_SR_HYP_Stock_01.Part_SR_HYP_Stock_01	Acc -20%, Dmg +5%			
Part_SR_HYP_Stock_02.Part_SR_HYP_Stock_02	Weapon Sway -20%			
Part_SR_HYP_Stock_03.Part_SR_HYP_Stock_03	Recoil Height -30%, Crit Dmg +10%			
Part_SR_HYP_Stock_04.Part_SR_HYP_Stock_04	Reload Time -5%, Fire Rate +5%			
# Naming strategy	Name	Priority		
# If MagSize is Greater Than 22	Subsidized	1001.0		
# If Shot Cost Greater Than 2	Value Add	1003.0		
