# Class perk	
ClassMod_Part_Skill_Operative_ReadyForAction.ClassMod_Part_Skill_Operative_ReadyForAction	Zane gains improved Shield Recharge Rate and Shield Recharge Delay.
ClassMod_Part_Skill_Operative_ReallyExpensiveJacket.ClassMod_Part_Skill_Operative_ReallyExpensiveJacket	Elemental Status Effects applied to Zane have a reduced duration.
ClassMod_Part_Skill_Operative_Refreshment.ClassMod_Part_Skill_Operative_Refreshment	Whenever Zane damages a frozen enemy with his weapon, he gains some of that damage back as health.
ClassMod_Part_Skill_Operative_SupersonicMan.ClassMod_Part_Skill_Operative_SupersonicMan	Whenever one or more of Zane's Action Skills are active, he gains increased Movement Speed for each active Action Skill.
ClassMod_Part_Skill_Operative_Teamwork.ClassMod_Part_Skill_Operative_Teamwork	Zane deals Bonus Shock Damage to enemies that arent targeting him.
ClassMod_Part_Skill_Operative_TheWantVsNeed.ClassMod_Part_Skill_Operative_TheWantVsNeed	Kill Skill. After killing an enemy, Zane's weapons gain Life Steal for a few seconds. Duration 15sec
ClassMod_Part_Skill_Operative_Violent_Momentum.ClassMod_Part_Skill_Operative_Violent_Momentum	Zane's Gun Damage is increased while moving. The quicker he moves, the greater the Gun Damage.
ClassMod_Part_Skill_Operative_Violent_Speed.ClassMod_Part_Skill_Operative_Violent_Speed	Kill Skill. After killing an enemy, Zane gains increased Movement Speed for a few seconds. Duration 15sec
ClassMod_Part_Skill_Operative_ViolentViolence.ClassMod_Part_Skill_Operative_ViolentViolence	Kill Skill. After killing an enemy, Zane gains increased Fire Rate for a few seconds. Duration 15sec
CM_Part_Skill_Operative_ViolentSpeed_Raid1.CM_Part_Skill_Operative_ViolentSpeed_Raid1	
CM_Part_Skill_Operative_ViolentMomentum_Raid1.CM_Part_Skill_Operative_ViolentMomentum_Raid1	
CM_Part_Skill_Operative_Supersonic_Raid1.CM_Part_Skill_Operative_Supersonic_Raid1	
