# Object name	Positives	Negatives	Effects	Naming
Part_SM_MAL_Material_Crit.Part_SM_MAL_Material_Crit			Weapon Skin	
Part_SM_MAL_Material_Cutsman.Part_SM_MAL_Material_Cutsman			Weapon Skin	
Part_SM_MAL_Material_DestructoSpin.Part_SM_MAL_Material_DestructoSpin			Weapon Skin	
Part_SM_MAL_Material_Devoted.Part_SM_MAL_Material_Devoted			Weapon Skin	
Part_SM_MAL_Material_E3.Part_SM_MAL_Material_E3			Weapon Skin	
Part_SM_MAL_Material_Egon.Part_SM_MAL_Material_Egon			Weapon Skin	
Part_SM_MAL_Material_Emporer.Part_SM_MAL_Material_Emporer			Weapon Skin	
Part_SM_MAL_Material_Kevins.Part_SM_MAL_Material_Kevins			Weapon Skin	
Part_SM_MAL_Material_Maya.Part_SM_MAL_Material_Maya			Weapon Skin	
Part_SM_MAL_Material_Tsunami.Part_SM_MAL_Material_Tsunami			Weapon Skin	
Part_SM_MAL_Material_VibraPulse.Part_SM_MAL_Material_VibraPulse			Weapon Skin	
Part_SM_MAL_Material_westergun.Part_SM_MAL_Material_westergun			Weapon Skin	
Part_SM_MAL_Material_KybsWorth.Part_SM_MAL_Material_KybsWorth			Weapon Skin	
Part_SM_MAL_Material_IonLaser.Part_SM_MAL_Material_IonLaser			Weapon Skin - ION LASER	
Part_SM_MAL_Material_EmbersPurge.Part_SM_MAL_Material_EmbersPurge			Weapon Skin - Ember's Purge	
Part_SM_MAL_Scope_01.Part_SM_MAL_Scope_01	Dmg +5%			
Part_SM_MAL_Scope_02.Part_SM_MAL_Scope_02	Splash Dmg Radius +20%			
Part_SM_MAL_Scope_03.Part_SM_MAL_Scope_03	2.9x, Proj Speed +15%			
Part_SM_MAL_Scope_04.Part_SM_MAL_Scope_04	Reload Time -5%		Ironsights	
Part_SM_MAL_Stock_01.Part_SM_MAL_Stock_01	Charge Duration -10%, Fire Rate +5%			
Part_SM_MAL_Stock_02.Part_SM_MAL_Stock_02	Ele Dmg +10%, Weapon Sway -30%			
Part_SM_MAL_Stock_03.Part_SM_MAL_Stock_03	Acc Bloom -20%, Dmg +5%			
Part_SM_Mal_ElemPrimary_01_Fire.Part_SM_Mal_ElemPrimary_01_Fire				
Part_SM_Mal_ElemPrimary_02_Cryo.Part_SM_Mal_ElemPrimary_02_Cryo				
Part_SM_Mal_ElemPrimary_03_Shock.Part_SM_Mal_ElemPrimary_03_Shock				
Part_SM_Mal_ElemPrimary_04_Radiation.Part_SM_Mal_ElemPrimary_04_Radiation				
Part_SM_Mal_ElemPrimary_05_Corrosive.Part_SM_Mal_ElemPrimary_05_Corrosive				
Part_SM_Mal_ElemSecondary_01_Fire.Part_SM_Mal_ElemSecondary_01_Fire				
Part_SM_Mal_ElemSecondary_02_Cryo.Part_SM_Mal_ElemSecondary_02_Cryo				
Part_SM_Mal_ElemSecondary_03_Shock.Part_SM_Mal_ElemSecondary_03_Shock				
Part_SM_Mal_ElemSecondary_04_Radiation.Part_SM_Mal_ElemSecondary_04_Radiation				
Part_SM_Mal_ElemSecondary_05_Corrosive.Part_SM_Mal_ElemSecondary_05_Corrosive				
# Naming strategy	Name	Priority		
# If MagSize is Greater Than 44	Bountiful	1002.0		
# If Shot Cost = 2	Binary	1003.0		
