# Object name	Positives	Negatives	Effects	Naming
Part_HW_VLA_Material_03_Rare.Part_HW_VLA_Material_03_Rare	Skin		Weapon Skin	
Part_HW_VLA_Material_04_VeryRare.Part_HW_VLA_Material_04_VeryRare	Skin		Weapon Skin	
Part_HW_VLA_Material_CloudBurst.Part_HW_VLA_Material_CloudBurst	Skin		Weapon Skin	
Part_HW_VLA_Material_Mongol.Part_HW_VLA_Material_Mongol	Skin		Weapon Skin	
Part_HW_VLA_Scope_01.Part_HW_VLA_Scope_01				
Part_HW_VLA_Scope_02.Part_HW_VLA_Scope_02				
Part_HW_VLA_Scope_03.Part_HW_VLA_Scope_03				
Part_HW_VLA_Shoulder_01.Part_HW_VLA_Shoulder_01	Mag Size +2, Proj Speed +15%			
Part_HW_VLA_Shoulder_02.Part_HW_VLA_Shoulder_02	Reload Time -5%, Fire Rate +5%			
Part_HW_VLA_Shoulder_03.Part_HW_VLA_Shoulder_03	Splash Dmg Radius +20%, Acc -20%			
Part_HW_VLA_Tail_01.Part_HW_VLA_Tail_01	Mag Size +2, Fire Rate +5%			
Part_HW_VLA_Tail_02.Part_HW_VLA_Tail_02	Proj Speed +15%, Reload Time -5%			
Part_HW_VLA_Tail_03.Part_HW_VLA_Tail_03	Acc -20%, Dmg +5%			
Part_HW_VLA_Tail_04.Part_HW_VLA_Tail_04	Splash Dmg Radius +20%, Recoil Height -30%			
Part_HW_VLA_Underbarrel_01.Part_HW_VLA_Underbarrel_01	Rocket Salvo, 2 rocket at a time			
Part_HW_VLA_Underbarrel_02.Part_HW_VLA_Underbarrel_02	Rocket, Big boy			
Part_HW_VLA_Underbarrel_03.Part_HW_VLA_Underbarrel_03	Mortar, 4 short burst			
Part_HW_VLA_Underbarrel_CloudBurst.Part_HW_VLA_Underbarrel_CloudBurst				
# Naming strategy	Name	Priority		
# If Projectiles Per Shot = 2	Annexed	1001.0		
# If MagSize is Greater Than 16 and MagSize is Less Than 20	Engulfing	1002.0		
# If MagSize is Greater Than 18 and MagSize is Less Than 30	Expansive	1002.0		
